slug,title,classification,displayTitle,subtitle,convertibility,pattern,tag,publishedAt,updatedAt,description,articleType,serviceLinked,serviceIds,seoTitleKeep,notes
qr-code-payment-comparison,QRコード決済4社を比較｜PayPay・楽天ペイ・d払い・au PAYどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,QRコード決済4社を比較,PayPay・楽天ペイ・d払い・au PAYどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,スマホ決済,2026-08-22,2026-08-22,PayPay、楽天ペイ、d払い、au PAYを、基本還元率、最大還元、ポイント、カード連携、チャージ、請求書払い、経済圏、向いている人で比較します。,service_comparison,あり,,可,
rakuma-review,楽天ラクマとは？販売手数料・送料・売上金の受け取りまで解説,A. 単体サービス紹介,楽天ラクマ,販売手数料・送料・売上金の受け取りまで解説,自動変換可能,Aとは？〜,フリマ・個人売買,2026-08-22,2026-08-24,楽天ラクマは、個人同士で商品を売買できるフリマサービスです。,service_review,あり,,可,
rakuten-ai-shopping-review,楽天AIショッピングとは？楽天市場で商品の探し方がどう変わるのか、使い方まで解説,A. 単体サービス紹介,Rakuten AI,楽天AIショッピングとは？楽天市場で商品の探し方がどう変わるのか、使い方まで解説,自動変換可能,Aとは？〜,AIショッピング,2026-08-22,2026-08-24,楽天市場には、Rakuten AIを使って会話しながら商品を探せるAIコンシェルジュが組み込まれています。,service_review,あり,,可,
rakuten-bank-review,楽天銀行とは？金利・ATM手数料・ハッピープログラム・楽天証券との連携まで解説,A. 単体サービス紹介,楽天銀行,金利・ATM手数料・ハッピープログラム・楽天証券との連携まで解説,自動変換可能,Aとは？〜,ネット銀行,2026-08-22,2026-08-24,楽天銀行は、店舗を持たず、Webやスマートフォンアプリを中心に使うネット銀行です。,service_review,あり,,可,
rakuten-bank-vs-docomo-bank,楽天銀行とドコモの銀行を比較｜金利・ATM・振込・証券連携はどっち？【2026年版】,B. 2サービス比較,楽天銀行 vs ドコモの銀行,楽天銀行とドコモの銀行（旧住信SBIネット銀行）を普通預金、ATM、他行振込、経済圏連携で比較します。,ほぼ自動変換可能,AとBを比較,ネット銀行,2026-08-22,2026-08-22,楽天銀行とドコモの銀行（旧住信SBIネット銀行）を普通預金、ATM、他行振込、経済圏連携で比較します。,service_comparison,あり,,可,
rakuten-beauty-review,楽天ビューティとは？楽天ポイント・SPU・クーポン・予約・キャンセルを解説【2026年版】,A. 単体サービス紹介,楽天ビューティ,楽天ポイント・SPU・クーポン・予約・キャンセルを解説【2026年版】,自動変換可能,Aとは？〜,美容予約,2026-08-22,2026-08-22,楽天ビューティの美容院・ネイル・まつげ・エステ予約、楽天ポイント、SPU、アプリキャンペーン、クーポン、キャンセル時の注意点を2026年の公式情報で整理します。,service_review,あり,,可,
rakuten-card-review,楽天カードとは？年会費・還元率・楽天ポイント・ETC・楽天市場を解説【2026年版】,A. 単体サービス紹介,楽天カード,年会費・還元率・楽天ポイント・ETC・楽天市場を解説【2026年版】,自動変換可能,Aとは？〜,クレジットカード,2026-08-22,2026-08-22,楽天カードの年会費永年無料、通常1％還元、楽天ポイント、ETCカード、楽天市場との相性、タッチ決済まで2026年公式情報で整理します。,service_review,あり,,可,
rakuten-card-vs-smbc-card-nl,楽天カードと三井住友カード（NL）を比較｜還元率・コンビニ・年会費はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,楽天カードと三井住友カード（NL）を比較,還元率・コンビニ・年会費はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,クレジットカード,2026-08-22,2026-08-22,楽天カードと三井住友カード（NL）を、通常還元率、対象コンビニ7％、楽天ポイント、Vポイント、年会費、ETC、向いている人で比較します。,service_comparison,あり,,可,
rakuten-carshare-review,楽天カーシェアとは？月額0円・楽天ポイント・料金・利用事業者を解説【2026年版】,A. 単体サービス紹介,楽天カーシェア,月額0円・楽天ポイント・料金・利用事業者を解説【2026年版】,自動変換可能,Aとは？〜,カーシェア,2026-08-22,2026-08-22,楽天カーシェアの月額0円、楽天ポイント、オリックス・カリテコ・三井のカーシェアーズ車両、料金、6時間以内の距離料金、電子鍵を2026年公式情報で整理します。,service_review,あり,,可,
rakuten-electricity-review,楽天でんきは安い？基本料金0円の仕組み・料金・市場価格調整までわかりやすく解説,A. 単体サービス紹介,楽天でんき,は安い？基本料金0円の仕組み・料金・市場価格調整までわかりやすく解説,ほぼ自動変換可能,Aは〜,電気,2026-08-22,2026-08-24,楽天でんきは、楽天エナジーが提供する家庭向けの電力サービスです。,service_review,あり,,可,
rakuten-mart-review,楽天マートとは？送料・お買い物応援プラン・楽天ポイント・最低注文条件を解説【2026年版】,A. 単体サービス紹介,楽天マート,送料・お買い物応援プラン・楽天ポイント・最低注文条件を解説【2026年版】,自動変換可能,Aとは？〜,ネットスーパー,2026-08-22,2026-08-22,"楽天マートの2026年7月改定後の配送料、お買い物応援プラン月550円、3,500円以上送料無料条件、楽天ポイント、再配送手数料などを公式情報で整理します。",service_review,あり,,可,
rakuten-mobile-review,楽天モバイルとは？料金・Rakuten Link・無制限で使うときの注意点まで解説,A. 単体サービス紹介,楽天モバイル,料金・Rakuten Link・無制限で使うときの注意点まで解説,自動変換可能,Aとは？〜,スマホキャリア,2026-08-22,2026-08-24,楽天モバイルは、毎月のデータ利用量に応じて料金が変わる「Rakuten最強プラン」を中心に提供している携帯キャリアです。,service_review,あり,,可,
rakuten-pay-review,楽天ペイとは？還元率・楽天ポイント・楽天キャッシュ・楽天カードを解説【2026年版】,A. 単体サービス紹介,楽天ペイ,還元率・楽天ポイント・楽天キャッシュ・楽天カードを解説【2026年版】,自動変換可能,Aとは？〜,スマホ決済,2026-08-22,2026-08-22,楽天ペイのコード・QR払い、最大2.5％のポイント還元、楽天キャッシュ、楽天ポイントカード、楽天カード、オンライン決済、対象外店舗まで2026年公式情報で整理します。,service_review,あり,,可,
rakuten-tv-adult-review,Rakuten TVの成人向け動画とは？AV見放題・レンタル・購入終了後の使い方を解説【2026年版】,A. 単体サービス紹介,Rakuten TV成人向け,Rakuten TVの成人向け動画とは？AV見放題・レンタル・購入終了後の使い方を解説【2026年版】,自動変換可能,Aとは？〜,成人向け,2026-08-22,2026-08-22,Rakuten TVの成人向け動画サービスについて、AV見放題、レンタル、2025年末に終了した購入コンテンツ、楽天市場の履歴との分離、利用方法や注意点まで整理して解説します。,service_review,あり,,可,
read-ai-review,Read AIとは？使い方・料金・どんな人に向いているかをわかりやすく解説,A. 単体サービス紹介,Read AI,使い方・料金・どんな人に向いているかをわかりやすく解説,自動変換可能,Aとは？〜,AI議事録,2026-08-23,2026-08-23,Read AIの使い方、料金、対応端末、Zoom・Google Meet・Microsoft Teams対応、対面録音、どんな人に向いているかを公式情報をもとに整理します。,service_review,なし,,可,
reggio-emilia-education,レッジョ・エミリア教育とは？100の言葉・プロジェクト・アトリエ・記録を解説【2026年版】,A. 単体サービス紹介,レッジョ・エミリア教育,100の言葉・プロジェクト・アトリエ・記録を解説【2026年版】,自動変換可能,Aとは？〜,教育法,2026-08-22,2026-08-22,レッジョ・エミリア・アプローチの100の言葉、プロジェクト、アトリエ、環境、ドキュメンテーション、家庭での取り入れ方を公式情報で整理します。,service_review,あり,,可,
rentio-review,Rentioとは？使い方・料金・月額制とワンタイムの違いをわかりやすく解説,A. 単体サービス紹介,レンティオ お得,Rentioとは？使い方・料金・月額制とワンタイムの違いをわかりやすく解説,自動変換可能,Aとは？〜,ライフスタイル,2026-08-18,2026-08-23,Rentio（レンティオ）は、カメラ、家電、美容機器、ベビー用品、オフィス機器などを、購入前のお試しや一時利用のために借りられるレンタルサービスです。,service_review,あり,SRV-000025-rentio,可,
replit-agent-review,Replit Agentとは？Agent 4の使い方・料金・Lovableとの違いを考える前に知りたい特徴,A. 単体サービス紹介,Replit Agent,Agent 4の使い方・料金・Lovableとの違いを考える前に知りたい特徴,自動変換可能,Aとは？〜,AIアプリ開発,2026-08-22,2026-08-24,Replit Agentは、作りたいアプリやWebサイトを自然な言葉で伝えると、設計、コード作成、データベース、テスト、公開まで進めてくれるAI開発エージェントです。,service_review,あり,,可,
retell-ai-review,Retell AIとは？AI電話エージェントの作り方・料金・本番運用しやすい理由を解説,A. 単体サービス紹介,Retell AI,AI電話エージェントの作り方・料金・本番運用しやすい理由を解説,自動変換可能,Aとは？〜,AI音声エージェント,2026-08-23,2026-08-24,Retell AIは、自然な電話対応を行うAI Voice Agentを作成し、テスト、公開、監視まで行えるプラットフォームです。,service_review,あり,,可,
runway-review,Runwayとは？Gen-4.5・料金・クレジット・商用利用・動画生成の使い方を解説【2026年版】,A. 単体サービス紹介,Runway,Gen-4.5・料金・クレジット・商用利用・動画生成の使い方を解説【2026年版】,自動変換可能,Aとは？〜,動画生成AI,2026-08-22,2026-08-22,RunwayのGen-4.5、料金、無料枠、クレジット、Text to Video・Image to Video、商用利用、Maxプランまで2026年の公式情報で整理します。,service_review,あり,,可,
runway-vs-kling-ai,RunwayとKling AIを比較｜料金・動画品質・クレジット・商用利用はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,RunwayとKling AIを比較,料金・動画品質・クレジット・商用利用はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,動画生成AI,2026-08-22,2026-08-22,RunwayとKling AIを料金、無料枠、動画モデル、クレジット、Text to Video、Image to Video、1080p・4K、商用利用で比較します。,service_comparison,あり,,可,
sakai-moving-review,サカイ引越センターとは？料金の決まり方・3つのプラン・見積もり方法まで解説,A. 単体サービス紹介,サカイ引越センター,料金の決まり方・3つのプラン・見積もり方法まで解説,自動変換可能,Aとは？〜,引越し,2026-08-22,2026-08-24,サカイ引越センターは、単身から家族まで全国の引越しに対応する大手引越会社です。,service_review,あり,,可,
sakai-vs-art-moving,サカイ引越センターとアート引越センターを比較｜プラン・見積もり・荷造りはどっち？【2026年版】,B. 2サービス比較,サカイ引越センター vs アート引越センター,サカイとアートを基本プラン、荷造り・荷解き、単身オンライン、リモート見積もり、オプションで比較します。,ほぼ自動変換可能,AとBを比較,引越し,2026-08-22,2026-08-22,サカイとアートを基本プラン、荷造り・荷解き、単身オンライン、リモート見積もり、オプションで比較します。,service_comparison,あり,,可,
sentakubin-review,せんたく便とは？料金・最速パック・保管11ヶ月・送料を解説【2026年版】,A. 単体サービス紹介,せんたく便,料金・最速パック・保管11ヶ月・送料を解説【2026年版】,自動変換可能,Aとは？〜,宅配クリーニング,2026-08-22,2026-08-22,せんたく便の最速5/10/15点、保管5〜30点、最大11ヶ月保管、送料無料、リピート割引、最短5営業日を整理します。,service_review,あり,,可,
shadowrocket-review,Shadowrocketとは？使い方・料金・500円で何ができるのかをわかりやすく解説,A. 単体サービス紹介,Shadowrocket,使い方・料金・500円で何ができるのかをわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,Shadowrocketは、iPhoneやiPadの通信をルールに応じてプロキシサーバーへ振り分けるためのネットワークユーティリティです。日本のApp Storeでは500円の買い切りで販売されています。,service_review,あり,,可,
shashin-poipoi-review,写真ぽいぽいは買う価値ある？広告なしでiPhoneの写真をスワイプ整理できるアプリを解説【2026年版】,A. 単体サービス紹介,写真ぽいぽい,は買う価値ある？広告なしでiPhoneの写真をスワイプ整理できるアプリを解説【2026年版】,ほぼ自動変換可能,Aは〜,アプリ,2026-08-19,2026-08-19,写真ぽいぽいは買う価値がある？価格、機能、対応環境、注意点を2026年最新情報をもとに解説します。,service_review,あり,SRV-000037-shashin-poipoi,可,
shein-review,SHEINとは？安い理由・送料・返品・安全性・Temuとの違いを解説【2026年版】,A. 単体サービス紹介,SHEIN,安い理由・送料・返品・安全性・Temuとの違いを解説【2026年版】,自動変換可能,Aとは？〜,EC・通販,2026-08-22,2026-08-22,SHEINとはどんな海外通販サービスなのか。送料、40日返品、初回返品無料、注意点、Temuとの違いまで2026年の公式情報をもとに整理します。,service_review,あり,,可,
sierra-ai-review,Sierra AIとは？Agent OSで何ができる？使い方・料金・企業向けAIエージェントの特徴を解説,A. 単体サービス紹介,Sierra,AIとは？Agent OSで何ができる？使い方・料金・企業向けAIエージェントの特徴を解説,自動変換可能,Aとは？〜,AIカスタマーサポート,2026-08-23,2026-08-24,Sierraは、企業が顧客対応用のAIエージェントを構築し、チャット・電話・メール・SMSなど複数の窓口へ展開するためのAgent OSです。,service_review,あり,,可,
sierra-vs-decagon,SierraとDecagonを比較｜AIカスタマーサポート・成果課金・自己改善はどっち？【2026年版】,B. 2サービス比較,Sierra vs Decagon,SierraとDecagonをAI Agent、オムニチャネル、Outcome pricing、Horizon、Duet Autopilot、human assistで比較します。,ほぼ自動変換可能,AとBを比較,AIカスタマーサポート,2026-08-23,2026-08-23,SierraとDecagonをAI Agent、オムニチャネル、Outcome pricing、Horizon、Duet Autopilot、human assistで比較します。,service_comparison,あり,,可,
ski-ai-review,SKIとは？CodexやClaude Codeを声で操作できる無料ツールの使い方を解説,A. 単体サービス紹介,SKI,CodexやClaude Codeを声で操作できる無料ツールの使い方を解説,自動変換可能,Aとは？〜,AIサービス,2026-08-17,2026-08-23,SKIは、Codex、Claude Code、Cursor、Gemini CLIなどのAIコーディングエージェントへ声で指示し、エージェントからの返答も音声で聞けるデスクトップツールです。,service_review,あり,SRV-000017-ski,可,
smartphone-payment-8-service-comparison,スマホ決済8社を比較｜PayPay・楽天ペイ・d払い・au PAY・メルペイ・AEON Pay・ファミペイ・J-Coin Payどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,スマホ決済8社を比較,PayPay・楽天ペイ・d払い・au PAY・メルペイ・AEON Pay・ファミペイ・J-Coin Payどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,スマホ決済,2026-08-22,2026-08-22,主要スマホ決済8社を、還元率、ポイント、クレジットカード、送金、チャージ、請求書払い、経済圏、向いている人で比較します。,service_comparison,あり,,可,
smbc-card-nl-review,三井住友カード（NL）とは？年会費・7％還元・Vポイント・タッチ決済を解説【2026年版】,A. 単体サービス紹介,三井住友カード（NL）,年会費・7％還元・Vポイント・タッチ決済を解説【2026年版】,自動変換可能,Aとは？〜,クレジットカード,2026-08-22,2026-08-22,三井住友カード（NL）の年会費永年無料、通常0.5％、対象コンビニ・飲食店のスマホタッチ7％還元、Vポイント、旅行保険を整理します。,service_review,あり,,可,
softbank-hikari-review,ソフトバンク光とは？料金・IPv6・スマホ割や他社光回線との違いを解説,A. 単体サービス紹介,SoftBank 光,ソフトバンク光とは？料金・IPv6・スマホ割や他社光回線との違いを解説,自動変換可能,Aとは？〜,ネット回線,2026-08-22,2026-08-25,ソフトバンク光は、ソフトバンクが提供している家庭向けの光回線サービスです。,service_review,あり,,可,
spotify-review,Spotifyとは？無料プラン・Premium料金・ロスレス・学割・ファミリーを解説【2026年版】,A. 単体サービス紹介,Spotify,無料プラン・Premium料金・ロスレス・学割・ファミリーを解説【2026年版】,自動変換可能,Aとは？〜,音楽サブスク,2026-08-22,2026-08-22,"Spotifyの無料プラン、Premium Standard月額1,080円、Student、Family、広告なし、オフライン再生、ロスレス音質、対応デバイスまで2026年最新情報で整理します。",service_review,あり,,可,
spotify-vs-apple-music,SpotifyとApple Musicを比較｜料金・音質・無料プラン・おすすめ機能はどっちがいい？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,SpotifyとApple Musicを比較,料金・音質・無料プラン・おすすめ機能はどっちがいい？【2026年版】,人間確認推奨,AとBを比較,音楽サブスク,2026-08-22,2026-08-22,SpotifyとApple Musicを、料金、無料プラン、学割、ファミリー、ロスレス、空間オーディオ、レコメンド、対応デバイスで比較します。,service_comparison,あり,,可,
stagecamerapro2-review,StageCameraPro2とは？使い方・料金・850円で標準カメラと何が変わるかをわかりやすく解説,A. 単体サービス紹介,StageCameraPro2,使い方・料金・850円で標準カメラと何が変わるかをわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,StageCameraPro2は、シャッター音へ配慮しながら高画質な写真・動画を撮影できるiPhone・iPad向けカメラアプリです。日本のApp Storeでは850円の買い切りで、追加課金なしです。,service_review,あり,,可,
steiner-education,シュタイナー教育とは？特徴・7年周期・幼児期・芸術・家庭での取り入れ方を解説【2026年版】,A. 単体サービス紹介,シュタイナー教育,特徴・7年周期・幼児期・芸術・家庭での取り入れ方を解説【2026年版】,自動変換可能,Aとは？〜,教育法,2026-08-22,2026-08-22,シュタイナー教育の特徴、幼児期の模倣と生活リズム、芸術教育、発達段階の考え方、家庭での取り入れ方、注意点を2026年の公式情報で整理します。,service_review,あり,,可,
subsclife-review,subsclifeとは？家具・家電サブスクの仕組み・料金・購入との違いを解説,A. 単体サービス紹介,サブスクライフ お得,subsclifeとは？家具・家電サブスクの仕組み・料金・購入との違いを解説,自動変換可能,Aとは？〜,サブスク,2026-08-18,2026-08-23,subsclife by TOKYOROOMS（サブスクライフ）は、家具や家電を月額で利用できるサブスクリプション型のサービスです。ソファ、チェア、テーブル、照明、冷蔵庫、洗濯機など、デザイン家具から大型家電まで幅広く扱っています。,service_review,あり,SRV-000026-subsclife,可,
sugoca-review,SUGOCAとは？デポジット・オートチャージ・JRキューポ・全国相互利用を解説【2026年版】,A. 単体サービス紹介,SUGOCA,デポジット・オートチャージ・JRキューポ・全国相互利用を解説【2026年版】,自動変換可能,Aとは？〜,交通系IC,2026-08-22,2026-08-22,"SUGOCAの発売価格2,000円、デポジット500円、JQ CARDオートチャージ、JRキューポ、全国相互利用を整理します。",service_review,あり,,可,
suica-review,Suicaとは？カード・モバイルSuica・デポジット・オートチャージ・JRE POINTを解説【2026年版】,A. 単体サービス紹介,Suica,カード・モバイルSuica・デポジット・オートチャージ・JRE POINTを解説【2026年版】,自動変換可能,Aとは？〜,交通系IC,2026-08-22,2026-08-22,Suicaのカードタイプ、デポジット500円、モバイルSuica、ビューカードの1.5％還元、全国相互利用、定期券まで整理します。,service_review,あり,,可,
suica-vs-pasmo,SuicaとPASMOを比較｜モバイル・定期券・オートチャージはどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,SuicaとPASMOを比較,モバイル・定期券・オートチャージはどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,交通系IC,2026-08-22,2026-08-22,SuicaとPASMOを、利用エリア、モバイル、デポジット、定期券、オートチャージ、ポイントで比較します。,service_comparison,あり,,可,
suno-review,Sunoとは？AI音楽生成の使い方・料金・無料版とPro/Premierの違いを解説,A. 単体サービス紹介,Suno,AI音楽生成の使い方・料金・無料版とPro/Premierの違いを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-21,2026-08-24,Sunoは、作りたい曲のイメージを文章で伝えるだけで、歌詞、ボーカル、伴奏を含む楽曲をAIで生成できる音楽制作サービスです。,service_review,あり,,可,
surugaya-buyback-review,駿河屋の宅配買取とは？あんしん買取・かんたん買取・送料・査定を解説【2026年版】,A. 単体サービス紹介,駿河屋,の宅配買取とは？あんしん買取・かんたん買取・送料・査定を解説【2026年版】,自動変換可能,Aとは？〜,中古・買取,2026-08-22,2026-08-22,"駿河屋のあんしん買取・かんたん買取、見積3,000円以上・30点以上の送料条件、本人確認、返送料、承諾方法を整理します。",service_review,あり,,可,
suumo-moving-estimate-review,SUUMO引越し見積もりとは？電話番号なしで比較できる仕組み・使い方まで解説,B. 2サービス比較,SUUMO引越し見積もり vs は？電話番号なしで,複数の引越し会社へ無料で見積もりを依頼し、料金や口コミを比較できるサービスです。,ほぼ自動変換可能,Aとは？〜,引越し,2026-08-22,2026-08-24,SUUMO引越し見積もりは、複数の引越し会社へ無料で見積もりを依頼し、料金や口コミを比較できるサービスです。,service_review,あり,,可,
taskaji-review,タスカジとは？料金・使い方・ハウスキーパーとのマッチング型サービスの特徴を解説,A. 単体サービス紹介,タスカジ,料金・使い方・ハウスキーパーとのマッチング型サービスの特徴を解説,自動変換可能,Aとは？〜,家事代行,2026-08-22,2026-08-25,タスカジは、掃除や料理などの家事を依頼したい人と、家事を提供するハウスキーパーをつなぐ家事代行サービスです。一般的な家事代行会社とは異なり、利用者自身が登録しているスタッフの中から希望条件に合う人を探して依頼する仕組みが特徴です。料金を,service_review,あり,,可,
tecgate-career-review,テックゲート エクスパートとは？ITエンジニア転職の特徴・無料サポートを解説,A. 単体サービス紹介,Tecgate転職,テックゲート エクスパートとは？ITエンジニア転職の特徴・無料サポートを解説,自動変換可能,Aとは？〜,ITエンジニア転職,2026-08-05,2026-08-23,テックゲート エクスパートは、ITエンジニア・SE経験者を中心に、より高い年収や上位ポジションへの転職を支援するIT特化型の転職エージェントです。,service_review,あり,SRV-000016,可,
tecgate-unison-career-comparison,Tecgate転職とユニゾンキャリアを比較｜IT転職で確認したい違いを整理,C. 複数サービス比較 / おすすめ / 選び方,Tecgate転職とユニゾンキャリアを比較,IT転職で確認したい違いを整理,人間確認推奨,AとBを比較,ITエンジニア転職,2026-08-05,2026-08-04,Tecgate転職とユニゾンキャリアについて、確認済み情報と要確認項目を分けて整理する比較記事の下書きです。,two_service_comparison,あり,SRV-000016;SRV-000018,可,
techbiz-review,TECHBIZとは？フリーランス案件・支払いサイト・税務サポートまで解説,A. 単体サービス紹介,TECHBIZ,フリーランス案件・支払いサイト・税務サポートまで解説,自動変換可能,Aとは？〜,その他（仕事情報）,2026-08-04,2026-08-23,TECHBIZ（テックビズ）は、ITエンジニア、PM・PL、デザイナーなどを対象にしたフリーランス案件紹介サービスです。,service_review,あり,SRV-000013,可,
temu-review,Temuとは？安い理由・安全性・返品・配送・価格調整まで解説【2026年版】,A. 単体サービス紹介,Temu,安い理由・安全性・返品・配送・価格調整まで解説【2026年版】,自動変換可能,Aとは？〜,EC・通販,2026-08-22,2026-08-22,Temuとはどんな海外通販サービスなのか。90日返品、30日価格調整、配送、購入保護、注意点まで整理します。,service_review,あり,,可,
temu-vs-aliexpress,Temu vs AliExpress｜どっちがいい？安さ・品揃え・返品・配送の違いを比較【2026年版】,B. 2サービス比較,Temu vs AliExpress,どっちがいい？安さ・品揃え・返品・配送の違いを比較【2026年版】,ほぼ自動変換可能,A vs B,EC・通販,2026-08-22,2026-08-22,TemuとAliExpressはどちらが向いているのか。安さ、品揃え、返品、価格調整、Choice、配送まで比較します。,service_comparison,あり,,可,
tepco-standard-review,東京電力のスタンダードSとは？料金・従量電灯Bとの違い・選ぶ意味をわかりやすく解説,C. 複数サービス比較 / おすすめ / 選び方,東京電力のスタンダードSとは？料金・従量電灯Bとの違い・選ぶ意味をわかりやすく解説,東京電力エナジーパートナーの「スタンダードS」は、一般家庭向けの基本的な電気料金プランです。,人間確認推奨,Aとは？〜,電気,2026-08-22,2026-08-24,東京電力エナジーパートナーの「スタンダードS」は、一般家庭向けの基本的な電気料金プランです。,service_review,あり,,可,
tepco-vs-tokyo-gas-electricity,東京電力と東京ガスの電気を比較｜料金単価・燃料費調整・セット割はどっち？【2026年版】,B. 2サービス比較,東京電力 vs 東京ガスの電気,東京電力スタンダードSと東京ガス基本プランを10A基本料金、3段階単価、燃料費調整、ガスセット割で比較します。,ほぼ自動変換可能,AとBを比較,電気,2026-08-22,2026-08-22,東京電力スタンダードSと東京ガス基本プランを10A基本料金、3段階単価、燃料費調整、ガスセット割で比較します。,service_comparison,あり,,可,
ticket-pia-lawson-eplus-comparison,チケットぴあ・ローチケ・イープラスを比較｜手数料・先行・発券・リセールの違い【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,チケットぴあ・ローチケ・イープラスを比較,手数料・先行・発券・リセールの違い【2026年版】,人間確認推奨,違いを比較,チケット,2026-08-22,2026-08-22,チケットぴあ、ローチケ、イープラスの違いを比較。手数料、先行受付、支払い、紙・電子チケット、コンビニ発券、公式リセールまで整理します。,service_comparison,あり,,可,
ticket-pia-review,チケットぴあとは？手数料・買い方・リセール・Myチケットの使い方まで解説【2026年版】,A. 単体サービス紹介,チケットぴあ,手数料・買い方・リセール・Myチケットの使い方まで解説【2026年版】,自動変換可能,Aとは？〜,チケット,2026-08-22,2026-08-22,チケットぴあの使い方、手数料、支払い・発券方法、Myチケット、定価リセール、購入前の注意点まで2026年の公式情報をもとに整理します。,service_review,あり,,可,
ticketjam-review,チケジャムとは？手数料・安全性・買い方・売り方・注意点を解説【2026年版】,A. 単体サービス紹介,チケジャム,手数料・安全性・買い方・売り方・注意点を解説【2026年版】,自動変換可能,Aとは？〜,チケット,2026-08-22,2026-08-22,チケジャムとはどんなチケットリセールサービスなのか。買い手・売り手の手数料、安心決済、あんしん補償、価格、法律・主催者規約の注意点まで整理します。,service_review,あり,,可,
tiktok-shop-creator-affiliate-review,TikTok Shopクリエイターアフィリエイトとは？始め方・報酬・商品紹介の仕組みを解説,A. 単体サービス紹介,TikTok Shopクリエイターアフィリエイト,始め方・報酬・商品紹介の仕組みを解説,自動変換可能,Aとは？〜,TikTok Shop,2026-08-22,2026-08-24,TikTok Shopのクリエイターアフィリエイトは、TikTok上で商品を紹介し、そのコンテンツをきっかけに商品が売れると成果報酬を受け取れる仕組みです。,service_review,あり,,可,
tiktok-shop-live-auction-review,TikTok Shop LIVEオークションとは？入札の仕組み・出品方法・注意点を解説,A. 単体サービス紹介,TikTok Shop LIVEオークション,入札の仕組み・出品方法・注意点を解説,自動変換可能,Aとは？〜,TikTok Shop,2026-08-22,2026-08-24,TikTok ShopのLIVEオークションは、LIVE配信を見ているユーザーがリアルタイムで商品へ入札し、終了時点で最も高い価格を提示した人が購入できる販売機能です。,service_review,あり,,可,
tiktok-shop-live-review,TikTok Shop LIVEとは？始め方・商品追加・売り方のコツまで解説,A. 単体サービス紹介,TikTok Shop LIVE,始め方・商品追加・売り方のコツまで解説,自動変換可能,Aとは？〜,TikTok Shop,2026-08-22,2026-08-24,TikTok Shop LIVEは、TikTokのLIVE配信を見ているユーザーへ商品を紹介し、そのままTikTok Shopで購入してもらえるライブコマース機能です。,service_review,あり,,可,
tiktok-shop-review,TikTok Shopとは？日本での買い方・出店方法・手数料まで解説,A. 単体サービス紹介,TikTok Shop,日本での買い方・出店方法・手数料まで解説,自動変換可能,Aとは？〜,TikTok Shop,2026-08-22,2026-08-24,TikTok Shopは、TikTokで商品を見つけて、そのままアプリ内で購入できるショッピング機能です。,service_review,あり,,可,
tiktok-shop-vs-search-ec,TikTok ShopとAmazon・楽天型ECは何が違う？ディスカバリーECと検索ECを比較【2026年版】,B. 2サービス比較,TikTok Shop vs Amazon・楽天型EC,TikTok ShopのディスカバリーECとAmazon・楽天など検索型ECを、商品発見、比較、LIVE、価格確認、買い方で比較します。,ほぼ自動変換可能,AとBを比較,TikTok Shop,2026-08-22,2026-08-22,TikTok ShopのディスカバリーECとAmazon・楽天など検索型ECを、商品発見、比較、LIVE、価格確認、買い方で比較します。,service_comparison,あり,,可,
times-car-review,タイムズカーとは？料金・距離料金・月額・学生プラン・使い方を解説【2026年版】,A. 単体サービス紹介,タイムズカー,料金・距離料金・月額・学生プラン・使い方を解説【2026年版】,自動変換可能,Aとは？〜,カーシェア,2026-08-22,2026-08-22,タイムズカーの月額880円、無料利用料金、15分料金、距離料金、学生プラン、最大時間料金、ナイトパック、予約・給油の考え方を2026年公式情報で整理します。,service_review,あり,,可,
times-car-vs-mitsui-carshares,タイムズカーと三井のカーシェアーズを比較｜料金・距離料金・月額はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,タイムズカーと三井のカーシェアーズを比較,料金・距離料金・月額はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,カーシェア,2026-08-22,2026-08-22,タイムズカーと三井のカーシェアーズを、月額、無料利用枠、10分・15分料金、6時間料金、距離料金、月会費無料プラン、向いている人で比較します。,service_comparison,あり,,可,
